ID,Filename,Category,Subcategory,Type,Resolution,Prompt,Tool,Status,Notes
AVT-EXP-0011,SisiLola_Expression_Neutral.png,01_AVATAR_DNA,02_Expression_Library,Image,4K (3840x2160),"Close-up portrait of Sisi Lola showing Neutral expression, hyper-realistic African woman, subtle holographic face markings, professional studio lighting, shallow depth of field, same face consistency, model: SR-SISILOLA-001, 4k portrait --seed 45822",Midjourney v6,Pending Generation,Expression library for animation rigging
AVT-EXP-0012,SisiLola_Expression_Happy_Smile.png,01_AVATAR_DNA,02_Expression_Library,Image,4K (3840x2160),"Close-up portrait of Sisi Lola showing Happy Smile expression, hyper-realistic African woman, subtle holographic face markings, professional studio lighting, shallow depth of field, same face consistency, model: SR-SISILOLA-001, 4k portrait --seed 45822",Midjourney v6,Pending Generation,Expression library for animation rigging
AVT-EXP-0013,SisiLola_Expression_Laughing.png,01_AVATAR_DNA,02_Expression_Library,Image,4K (3840x2160),"Close-up portrait of Sisi Lola showing Laughing expression, hyper-realistic African woman, subtle holographic face markings, professional studio lighting, shallow depth of field, same face consistency, model: SR-SISILOLA-001, 4k portrait --seed 45822",Midjourney v6,Pending Generation,Expression library for animation rigging
AVT-EXP-0014,SisiLola_Expression_Thoughtful.png,01_AVATAR_DNA,02_Expression_Library,Image,4K (3840x2160),"Close-up portrait of Sisi Lola showing Thoughtful expression, hyper-realistic African woman, subtle holographic face markings, professional studio lighting, shallow depth of field, same face consistency, model: SR-SISILOLA-001, 4k portrait --seed 45822",Midjourney v6,Pending Generation,Expression library for animation rigging
AVT-EXP-0015,SisiLola_Expression_Surprised.png,01_AVATAR_DNA,02_Expression_Library,Image,4K (3840x2160),"Close-up portrait of Sisi Lola showing Surprised expression, hyper-realistic African woman, subtle holographic face markings, professional studio lighting, shallow depth of field, same face consistency, model: SR-SISILOLA-001, 4k portrait --seed 45822",Midjourney v6,Pending Generation,Expression library for animation rigging
AVT-EXP-0016,SisiLola_Expression_Curious.png,01_AVATAR_DNA,02_Expression_Library,Image,4K (3840x2160),"Close-up portrait of Sisi Lola showing Curious expression, hyper-realistic African woman, subtle holographic face markings, professional studio lighting, shallow depth of field, same face consistency, model: SR-SISILOLA-001, 4k portrait --seed 45822",Midjourney v6,Pending Generation,Expression library for animation rigging
AVT-EXP-0017,SisiLola_Expression_Confident.png,01_AVATAR_DNA,02_Expression_Library,Image,4K (3840x2160),"Close-up portrait of Sisi Lola showing Confident expression, hyper-realistic African woman, subtle holographic face markings, professional studio lighting, shallow depth of field, same face consistency, model: SR-SISILOLA-001, 4k portrait --seed 45822",Midjourney v6,Pending Generation,Expression library for animation rigging
AVT-EXP-0018,SisiLola_Expression_Empathetic.png,01_AVATAR_DNA,02_Expression_Library,Image,4K (3840x2160),"Close-up portrait of Sisi Lola showing Empathetic expression, hyper-realistic African woman, subtle holographic face markings, professional studio lighting, shallow depth of field, same face consistency, model: SR-SISILOLA-001, 4k portrait --seed 45822",Midjourney v6,Pending Generation,Expression library for animation rigging
AVT-EXP-0019,SisiLola_Expression_Excited.png,01_AVATAR_DNA,02_Expression_Library,Image,4K (3840x2160),"Close-up portrait of Sisi Lola showing Excited expression, hyper-realistic African woman, subtle holographic face markings, professional studio lighting, shallow depth of field, same face consistency, model: SR-SISILOLA-001, 4k portrait --seed 45822",Midjourney v6,Pending Generation,Expression library for animation rigging
AVT-EXP-0020,SisiLola_Expression_Professional.png,01_AVATAR_DNA,02_Expression_Library,Image,4K (3840x2160),"Close-up portrait of Sisi Lola showing Professional expression, hyper-realistic African woman, subtle holographic face markings, professional studio lighting, shallow depth of field, same face consistency, model: SR-SISILOLA-001, 4k portrait --seed 45822",Midjourney v6,Pending Generation,Expression library for animation rigging
AVT-EXP-0021,SisiLola_Expression_Skeptical.png,01_AVATAR_DNA,02_Expression_Library,Image,4K (3840x2160),"Close-up portrait of Sisi Lola showing Skeptical expression, hyper-realistic African woman, subtle holographic face markings, professional studio lighting, shallow depth of field, same face consistency, model: SR-SISILOLA-001, 4k portrait --seed 45822",Midjourney v6,Pending Generation,Expression library for animation rigging
AVT-EXP-0022,SisiLola_Expression_Amused.png,01_AVATAR_DNA,02_Expression_Library,Image,4K (3840x2160),"Close-up portrait of Sisi Lola showing Amused expression, hyper-realistic African woman, subtle holographic face markings, professional studio lighting, shallow depth of field, same face consistency, model: SR-SISILOLA-001, 4k portrait --seed 45822",Midjourney v6,Pending Generation,Expression library for animation rigging
AVT-EXP-0023,SisiLola_Expression_Passionate.png,01_AVATAR_DNA,02_Expression_Library,Image,4K (3840x2160),"Close-up portrait of Sisi Lola showing Passionate expression, hyper-realistic African woman, subtle holographic face markings, professional studio lighting, shallow depth of field, same face consistency, model: SR-SISILOLA-001, 4k portrait --seed 45822",Midjourney v6,Pending Generation,Expression library for animation rigging
AVT-EXP-0024,SisiLola_Expression_Calm.png,01_AVATAR_DNA,02_Expression_Library,Image,4K (3840x2160),"Close-up portrait of Sisi Lola showing Calm expression, hyper-realistic African woman, subtle holographic face markings, professional studio lighting, shallow depth of field, same face consistency, model: SR-SISILOLA-001, 4k portrait --seed 45822",Midjourney v6,Pending Generation,Expression library for animation rigging
AVT-EXP-0025,SisiLola_Expression_Welcoming.png,01_AVATAR_DNA,02_Expression_Library,Image,4K (3840x2160),"Close-up portrait of Sisi Lola showing Welcoming expression, hyper-realistic African woman, subtle holographic face markings, professional studio lighting, shallow depth of field, same face consistency, model: SR-SISILOLA-001, 4k portrait --seed 45822",Midjourney v6,Pending Generation,Expression library for animation rigging
AVT-OUT-0026,SisiLola_Outfit_Afrofuturist_Blazer_Purple.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Afrofuturist Blazer Purple, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0027,SisiLola_Outfit_Holographic_Aso_Ebi.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Holographic Aso Ebi, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0028,SisiLola_Outfit_Cyber_Turtleneck_Gold.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Cyber Turtleneck Gold, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0029,SisiLola_Outfit_Executive_Pantsuit_Chrome.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Executive Pantsuit Chrome, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0030,SisiLola_Outfit_Casual_Smart_Denim.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Casual Smart Denim, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0031,SisiLola_Outfit_Evening_Gown_Liquid_Metal.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Evening Gown Liquid Metal, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0032,SisiLola_Outfit_Tech_Wear_Tactical.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Tech Wear Tactical, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0033,SisiLola_Outfit_Traditional_Modern_Ankara.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Traditional Modern Ankara, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0034,SisiLola_Outfit_Minimalist_White_Suit.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Minimalist White Suit, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0035,SisiLola_Outfit_Neon_Streetwear.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Neon Streetwear, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0036,SisiLola_Outfit_Business_Casual_Warm.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Business Casual Warm, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0037,SisiLola_Outfit_Athleisure_Futuristic.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Athleisure Futuristic, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0038,SisiLola_Outfit_Formal_Event_Royal_Blue.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Formal Event Royal Blue, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0039,SisiLola_Outfit_Creative_Artistic_Mixed.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Creative Artistic Mixed, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0040,SisiLola_Outfit_Winter_Coat_Textured.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Winter Coat Textured, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0041,SisiLola_Outfit_Summer_Light_Flowing.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Summer Light Flowing, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0042,SisiLola_Outfit_Studio_Recording_Comfortable.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Studio Recording Comfortable, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0043,SisiLola_Outfit_VR_Motion_Capture_Suit.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing VR Motion Capture Suit, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0044,SisiLola_Outfit_Red_Carpet_Glamorous.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Red Carpet Glamorous, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-OUT-0045,SisiLola_Outfit_Podcast_Host_Signature.png,01_AVATAR_DNA,03_Outfit_Variations,Image,8K (7680x4320),"Full body shot of Sisi Lola wearing Podcast Host Signature, hyper-realistic African virtual host, fashion photography, studio lighting, neutral gray background, model pose, high detail fabric textures, same face consistency --seed 45822 --style raw --ar 2:3",Midjourney v6,Pending Generation,Wardrobe variation for different content types
AVT-POSE-0046,SisiLola_Pose_Standing_Confident.png,01_AVATAR_DNA,04_Pose_Sets,Image,6K (6144x3456),"Sisi Lola in Standing Confident pose, full body, hyper-realistic African virtual host, wearing signature afrofuturist blazer, professional photography, studio lighting, seamless gray backdrop, natural pose, same face --seed 45822 --ar 16:9",Midjourney v6,Pending Generation,Pose library for composition variety
AVT-POSE-0047,SisiLola_Pose_Sitting_Interview.png,01_AVATAR_DNA,04_Pose_Sets,Image,6K (6144x3456),"Sisi Lola in Sitting Interview pose, full body, hyper-realistic African virtual host, wearing signature afrofuturist blazer, professional photography, studio lighting, seamless gray backdrop, natural pose, same face --seed 45822 --ar 16:9",Midjourney v6,Pending Generation,Pose library for composition variety
AVT-POSE-0048,SisiLola_Pose_Gesturing_Explaining.png,01_AVATAR_DNA,04_Pose_Sets,Image,6K (6144x3456),"Sisi Lola in Gesturing Explaining pose, full body, hyper-realistic African virtual host, wearing signature afrofuturist blazer, professional photography, studio lighting, seamless gray backdrop, natural pose, same face --seed 45822 --ar 16:9",Midjourney v6,Pending Generation,Pose library for composition variety
AVT-POSE-0049,SisiLola_Pose_Leaning_Casual.png,01_AVATAR_DNA,04_Pose_Sets,Image,6K (6144x3456),"Sisi Lola in Leaning Casual pose, full body, hyper-realistic African virtual host, wearing signature afrofuturist blazer, professional photography, studio lighting, seamless gray backdrop, natural pose, same face --seed 45822 --ar 16:9",Midjourney v6,Pending Generation,Pose library for composition variety
AVT-POSE-0050,SisiLola_Pose_Walking_Dynamic.png,01_AVATAR_DNA,04_Pose_Sets,Image,6K (6144x3456),"Sisi Lola in Walking Dynamic pose, full body, hyper-realistic African virtual host, wearing signature afrofuturist blazer, professional photography, studio lighting, seamless gray backdrop, natural pose, same face --seed 45822 --ar 16:9",Midjourney v6,Pending Generation,Pose library for composition variety
AVT-POSE-0051,SisiLola_Pose_Laughing_Animated.png,01_AVATAR_DNA,04_Pose_Sets,Image,6K (6144x3456),"Sisi Lola in Laughing Animated pose, full body, hyper-realistic African virtual host, wearing signature afrofuturist blazer, professional photography, studio lighting, seamless gray backdrop, natural pose, same face --seed 45822 --ar 16:9",Midjourney v6,Pending Generation,Pose library for composition variety
AVT-POSE-0052,SisiLola_Pose_Thinking_Hand_On_Chin.png,01_AVATAR_DNA,04_Pose_Sets,Image,6K (6144x3456),"Sisi Lola in Thinking Hand On Chin pose, full body, hyper-realistic African virtual host, wearing signature afrofuturist blazer, professional photography, studio lighting, seamless gray backdrop, natural pose, same face --seed 45822 --ar 16:9",Midjourney v6,Pending Generation,Pose library for composition variety
AVT-POSE-0053,SisiLola_Pose_Welcoming_Arms_Open.png,01_AVATAR_DNA,04_Pose_Sets,Image,6K (6144x3456),"Sisi Lola in Welcoming Arms Open pose, full body, hyper-realistic African virtual host, wearing signature afrofuturist blazer, professional photography, studio lighting, seamless gray backdrop, natural pose, same face --seed 45822 --ar 16:9",Midjourney v6,Pending Generation,Pose library for composition variety
AVT-POSE-0054,SisiLola_Pose_Professional_Handshake.png,01_AVATAR_DNA,04_Pose_Sets,Image,6K (6144x3456),"Sisi Lola in Professional Handshake pose, full body, hyper-realistic African virtual host, wearing signature afrofuturist blazer, professional photography, studio lighting, seamless gray backdrop, natural pose, same face --seed 45822 --ar 16:9",Midjourney v6,Pending Generation,Pose library for composition variety
AVT-POSE-0055,SisiLola_Pose_Recording_Podcast_Seated.png,01_AVATAR_DNA,04_Pose_Sets,Image,6K (6144x3456),"Sisi Lola in Recording Podcast Seated pose, full body, hyper-realistic African virtual host, wearing signature afrofuturist blazer, professional photography, studio lighting, seamless gray backdrop, natural pose, same face --seed 45822 --ar 16:9",Midjourney v6,Pending Generation,Pose library for composition variety
AVT-POSE-0056,SisiLola_Pose_Looking_At_Camera_Direct.png,01_AVATAR_DNA,04_Pose_Sets,Image,6K (6144x3456),"Sisi Lola in Looking At Camera Direct pose, full body, hyper-realistic African virtual host, wearing signature afrofuturist blazer, professional photography, studio lighting, seamless gray backdrop, natural pose, same face --seed 45822 --ar 16:9",Midjourney v6,Pending Generation,Pose library for composition variety
AVT-POSE-0057,SisiLola_Pose_Side_Profile_Elegant.png,01_AVATAR_DNA,04_Pose_Sets,Image,6K (6144x3456),"Sisi Lola in Side Profile Elegant pose, full body, hyper-realistic African virtual host, wearing signature afrofuturist blazer, professional photography, studio lighting, seamless gray backdrop, natural pose, same face --seed 45822 --ar 16:9",Midjourney v6,Pending Generation,Pose library for composition variety
AVT-POSE-0058,SisiLola_Pose_Action_Pointing.png,01_AVATAR_DNA,04_Pose_Sets,Image,6K (6144x3456),"Sisi Lola in Action Pointing pose, full body, hyper-realistic African virtual host, wearing signature afrofuturist blazer, professional photography, studio lighting, seamless gray backdrop, natural pose, same face --seed 45822 --ar 16:9",Midjourney v6,Pending Generation,Pose library for composition variety
AVT-POSE-0059,SisiLola_Pose_Relaxed_Lounge.png,01_AVATAR_DNA,04_Pose_Sets,Image,6K (6144x3456),"Sisi Lola in Relaxed Lounge pose, full body, hyper-realistic African virtual host, wearing signature afrofuturist blazer, professional photography, studio lighting, seamless gray backdrop, natural pose, same face --seed 45822 --ar 16:9",Midjourney v6,Pending Generation,Pose library for composition variety
AVT-POSE-0060,SisiLola_Pose_Power_Pose_Hands_On_Hips.png,01_AVATAR_DNA,04_Pose_Sets,Image,6K (6144x3456),"Sisi Lola in Power Pose Hands On Hips pose, full body, hyper-realistic African virtual host, wearing signature afrofuturist blazer, professional photography, studio lighting, seamless gray backdrop, natural pose, same face --seed 45822 --ar 16:9",Midjourney v6,Pending Generation,Pose library for composition variety
ENV-STUD-0061,Environment_MainStudio_Angle01_Wide_Establishing.jpg,02_ENVIRONMENTS_VR,01_Main_Studio_TheLoungeofLagos,Image/360,8K (7680x4320),"Luxury podcast studio interior, floating glass pod above futuristic Lagos, wide establishing, neon skyline visible through floor-to-ceiling windows, sleek white furniture, floating holographic displays, bioluminescent plants, afro-futurist aesthetics meets minimalism, volumetric lighting, unreal engine 5, architectural photography, hyper-realistic --ar 16:9 --style raw",Midjourney v6 / Skybox AI,Pending Generation,Primary studio environment - angle variation 1
ENV-STUD-0062,Environment_MainStudio_Angle02_Medium_Desk_View.jpg,02_ENVIRONMENTS_VR,01_Main_Studio_TheLoungeofLagos,Image/360,8K (7680x4320),"Luxury podcast studio interior, floating glass pod above futuristic Lagos, medium desk view, neon skyline visible through floor-to-ceiling windows, sleek white furniture, floating holographic displays, bioluminescent plants, afro-futurist aesthetics meets minimalism, volumetric lighting, unreal engine 5, architectural photography, hyper-realistic --ar 16:9 --style raw",Midjourney v6 / Skybox AI,Pending Generation,Primary studio environment - angle variation 2
ENV-STUD-0063,Environment_MainStudio_Angle03_Close_Seating.jpg,02_ENVIRONMENTS_VR,01_Main_Studio_TheLoungeofLagos,Image/360,8K (7680x4320),"Luxury podcast studio interior, floating glass pod above futuristic Lagos, close seating, neon skyline visible through floor-to-ceiling windows, sleek white furniture, floating holographic displays, bioluminescent plants, afro-futurist aesthetics meets minimalism, volumetric lighting, unreal engine 5, architectural photography, hyper-realistic --ar 16:9 --style raw",Midjourney v6 / Skybox AI,Pending Generation,Primary studio environment - angle variation 3
ENV-STUD-0064,Environment_MainStudio_Angle04_Overhead_Bird_Eye.jpg,02_ENVIRONMENTS_VR,01_Main_Studio_TheLoungeofLagos,Image/360,8K (7680x4320),"Luxury podcast studio interior, floating glass pod above futuristic Lagos, overhead bird eye, neon skyline visible through floor-to-ceiling windows, sleek white furniture, floating holographic displays, bioluminescent plants, afro-futurist aesthetics meets minimalism, volumetric lighting, unreal engine 5, architectural photography, hyper-realistic --ar 16:9 --style raw",Midjourney v6 / Skybox AI,Pending Generation,Primary studio environment - angle variation 4
ENV-STUD-0065,Environment_MainStudio_Angle05_Corner_Angle.jpg,02_ENVIRONMENTS_VR,01_Main_Studio_TheLoungeofLagos,Image/360,8K (7680x4320),"Luxury podcast studio interior, floating glass pod above futuristic Lagos, corner angle, neon skyline visible through floor-to-ceiling windows, sleek white furniture, floating holographic displays, bioluminescent plants, afro-futurist aesthetics meets minimalism, volumetric lighting, unreal engine 5, architectural photography, hyper-realistic --ar 16:9 --style raw",Midjourney v6 / Skybox AI,Pending Generation,Primary studio environment - angle variation 5
ENV-STUD-0066,Environment_MainStudio_Angle06_Window_Cityscape.jpg,02_ENVIRONMENTS_VR,01_Main_Studio_TheLoungeofLagos,Image/360,8K (7680x4320),"Luxury podcast studio interior, floating glass pod above futuristic Lagos, window cityscape, neon skyline visible through floor-to-ceiling windows, sleek white furniture, floating holographic displays, bioluminescent plants, afro-futurist aesthetics meets minimalism, volumetric lighting, unreal engine 5, architectural photography, hyper-realistic --ar 16:9 --style raw",Midjourney v6 / Skybox AI,Pending Generation,Primary studio environment - angle variation 6
ENV-STUD-0067,Environment_MainStudio_Angle07_Detail_Decor.jpg,02_ENVIRONMENTS_VR,01_Main_Studio_TheLoungeofLagos,Image/360,8K (7680x4320),"Luxury podcast studio interior, floating glass pod above futuristic Lagos, detail decor, neon skyline visible through floor-to-ceiling windows, sleek white furniture, floating holographic displays, bioluminescent plants, afro-futurist aesthetics meets minimalism, volumetric lighting, unreal engine 5, architectural photography, hyper-realistic --ar 16:9 --style raw",Midjourney v6 / Skybox AI,Pending Generation,Primary studio environment - angle variation 7
ENV-STUD-0068,Environment_MainStudio_Angle08_Night_Mood.jpg,02_ENVIRONMENTS_VR,01_Main_Studio_TheLoungeofLagos,Image/360,8K (7680x4320),"Luxury podcast studio interior, floating glass pod above futuristic Lagos, night mood, neon skyline visible through floor-to-ceiling windows, sleek white furniture, floating holographic displays, bioluminescent plants, afro-futurist aesthetics meets minimalism, volumetric lighting, unreal engine 5, architectural photography, hyper-realistic --ar 16:9 --style raw",Midjourney v6 / Skybox AI,Pending Generation,Primary studio environment - angle variation 8
